,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,foi_inadimplente_bc,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,possibilidade_inadimplencia
24946,25.0,85000.0,Aluguel,2.0,0,Empreendimento,A,15000.0,7.9,0
24947,22.0,36000.0,Aluguel,1.0,0,Pessoal,A,1000.0,7.68,0
24948,33.0,45000.0,Hipoteca,17.0,0,Melhora do lar,A,10800.0,7.51,1
24949,31.0,90000.0,Hipoteca,15.0,0,Educativo,C,10000.0,12.53,0
24950,22.0,35004.0,Própria,1.0,0,Empreendimento,B,9000.0,10.0,0
24951,24.0,65000.0,Aluguel,6.0,0,Melhora do lar,B,32500.0,9.99,1
24952,27.0,75000.0,Própria,11.0,1,Pessoal,D,16000.0,16.89,0
24953,22.0,96000.0,Aluguel,3.0,1,Pagamento de débitos,C,12000.0,13.61,0
24954,40.0,45996.0,Aluguel,4.0,1,Pagamento de débitos,D,20000.0,14.61,1
24955,49.0,115000.0,Aluguel,16.0,0,Pessoal,B,10000.0,10.37,0
24956,28.0,200000.0,Aluguel,2.0,1,Empreendimento,C,15000.0,11.72,0
24957,37.0,46996.0,Hipoteca,2.0,0,Educativo,C,13750.0,13.98,0
24958,41.0,58650.0,Hipoteca,15.0,0,Médico,B,12000.0,11.14,1
24959,26.0,117000.0,Hipoteca,8.0,0,Melhora do lar,A,6000.0,7.51,0
24960,41.0,480000.0,Hipoteca,3.0,0,Pagamento de débitos,A,16000.0,7.9,0
24961,23.0,27996.0,Própria,1.0,1,Pessoal,D,4800.0,15.99,0
24962,29.0,170000.0,Hipoteca,13.0,0,Pagamento de débitos,B,18000.0,12.42,0
24963,26.0,28000.0,Aluguel,10.0,0,Pessoal,B,14500.0,12.53,1
24964,29.0,98000.0,Hipoteca,2.0,0,Melhora do lar,B,7925.0,10.59,1
24965,21.0,80000.0,Hipoteca,5.0,0,Educativo,A,12000.0,5.99,0
24966,37.0,50000.0,Aluguel,1.0,0,Empreendimento,B,3000.0,11.58,0
24967,25.0,90000.0,Hipoteca,4.0,0,Pessoal,B,3000.0,11.49,0
24968,28.0,95000.0,Hipoteca,0.0,0,Melhora do lar,A,5000.0,7.51,0
24969,34.0,73600.0,Hipoteca,10.0,0,Melhora do lar,B,15000.0,12.42,0
24970,22.0,30000.0,Aluguel,4.0,1,Melhora do lar,D,8500.0,15.05,1
24971,28.0,48996.0,Aluguel,8.0,1,Médico,D,15000.0,14.09,1
24972,33.0,14400.0,Aluguel,0.0,1,Empreendimento,D,2100.0,15.21,1
24973,38.0,35000.0,Aluguel,0.0,0,Pessoal,B,5600.0,11.11,0
24974,33.0,71000.0,Hipoteca,4.0,0,Médico,B,5300.0,11.49,0
24975,36.0,49000.0,Aluguel,6.0,0,Melhora do lar,B,7000.0,10.74,1
24976,28.0,54400.0,Aluguel,1.0,0,Médico,D,8000.0,15.65,1
24977,23.0,53000.0,Aluguel,6.0,1,Médico,C,8000.0,14.26,0
24978,27.0,120000.0,Própria,11.0,0,Médico,B,4800.0,10.99,0
24979,41.0,70800.0,Aluguel,25.0,0,Empreendimento,B,10000.0,11.36,0
24980,23.0,65000.0,Hipoteca,7.0,0,Educativo,B,6000.0,11.48,0
24981,32.0,80000.0,Aluguel,0.0,0,Médico,A,6400.0,7.88,0
24982,24.0,100000.0,Hipoteca,5.0,0,Empreendimento,B,12000.0,12.18,0
24983,25.0,21600.0,Aluguel,0.0,0,Médico,B,5200.0,11.86,1
24984,22.0,22000.0,Própria,1.0,0,Pagamento de débitos,D,8500.0,15.05,0
24985,30.0,96000.0,Aluguel,1.0,0,Empreendimento,B,4000.0,10.75,0
24986,33.0,49548.0,Aluguel,6.0,0,Pessoal,C,2800.0,12.84,0
24987,25.0,23920.0,Aluguel,0.0,0,Médico,C,4000.0,14.35,0
24988,30.0,114000.0,Hipoteca,14.0,0,Melhora do lar,A,15000.0,6.54,1
24989,34.0,101000.0,Aluguel,0.0,0,Empreendimento,A,16000.0,6.17,0
24990,34.0,39600.0,Hipoteca,14.0,0,Empreendimento,A,6000.0,5.99,0
24991,27.0,80000.0,Hipoteca,2.0,0,Educativo,A,12000.0,6.99,0
24992,28.0,33900.0,Aluguel,6.0,0,Educativo,D,10000.0,15.58,0
24993,22.0,92000.0,Outro,2.0,0,Médico,C,6000.0,12.22,0
24994,37.0,40000.0,Aluguel,0.0,0,Médico,B,12000.0,9.91,0
24995,22.0,59000.0,Hipoteca,6.0,0,Educativo,B,10000.0,10.99,0
24996,24.0,45000.0,Aluguel,8.0,0,Médico,B,4000.0,11.83,0
24997,23.0,35000.0,Aluguel,2.0,0,Empreendimento,A,10000.0,7.29,0
24998,24.0,72000.0,Aluguel,8.0,0,Médico,A,12000.0,7.88,0
24999,25.0,100000.0,Hipoteca,9.0,0,Pessoal,A,6000.0,8.9,0
25000,22.0,60000.0,Hipoteca,4.0,0,Educativo,A,8000.0,7.14,0
25001,31.0,238000.0,Hipoteca,14.0,1,Pagamento de débitos,D,12000.0,14.09,1
25002,37.0,54000.0,Aluguel,15.0,1,Médico,C,5400.0,13.99,1
25003,33.0,125000.0,Própria,17.0,0,Pessoal,A,3000.0,7.75,0
25004,46.0,180000.0,Hipoteca,31.0,0,Empreendimento,B,18000.0,9.91,0
25005,24.0,67000.0,Aluguel,5.0,1,Pessoal,C,20000.0,13.48,0
25006,33.0,60626.0,Aluguel,3.0,0,Empreendimento,B,10000.0,10.74,0
25007,22.0,61500.0,Aluguel,3.0,0,Educativo,C,10000.0,14.22,0
25008,24.0,112000.0,Outro,4.0,0,Pessoal,A,9000.0,9.32,0
25009,24.0,52000.0,Hipoteca,8.0,0,Melhora do lar,B,15000.0,10.0,0
25010,26.0,30000.0,Aluguel,6.0,0,Médico,B,11700.0,11.71,1
25011,25.0,59000.0,Própria,6.0,0,Médico,A,5000.0,6.17,0
25012,28.0,42000.0,Própria,2.0,0,Médico,C,6000.0,12.84,0
25013,23.0,62510.0,Hipoteca,5.0,0,Educativo,B,12000.0,10.74,0
25014,27.0,35000.0,Aluguel,3.0,0,Médico,B,10000.0,9.88,0
25015,34.0,130000.0,Hipoteca,5.0,0,Médico,C,6450.0,13.23,0
25016,26.0,63000.0,Hipoteca,10.0,0,Melhora do lar,A,3500.0,7.68,0
25017,23.0,39600.0,Aluguel,4.0,1,Médico,D,5000.0,14.84,1
25018,29.0,120000.0,Hipoteca,2.0,0,Melhora do lar,B,6900.0,10.65,0
25019,22.0,32400.0,Aluguel,7.0,1,Pessoal,C,4800.0,13.98,1
25020,24.0,47000.0,Aluguel,8.0,0,Pagamento de débitos,B,6000.0,10.99,0
25021,23.0,98280.0,Hipoteca,7.0,0,Educativo,A,9400.0,6.62,0
25022,31.0,135000.0,Hipoteca,2.0,0,Médico,B,20000.0,11.36,0
25023,28.0,72000.0,Hipoteca,12.0,0,Empreendimento,A,15000.0,8.94,0
25024,28.0,112200.0,Aluguel,11.0,1,Médico,C,7000.0,11.66,0
25025,22.0,43200.0,Própria,6.0,0,Pessoal,A,10000.0,9.63,0
25026,36.0,700000.0,Hipoteca,16.0,1,Médico,C,25000.0,12.53,0
25027,30.0,31000.0,Aluguel,1.0,1,Médico,C,4800.0,13.43,0
25028,22.0,60000.0,Aluguel,3.0,0,Pessoal,A,7500.0,6.17,0
25029,41.0,21600.0,Própria,1.0,0,Melhora do lar,C,3500.0,13.61,0
25030,22.0,96000.0,Hipoteca,6.0,0,Empreendimento,C,25000.0,13.8,0
25031,26.0,64800.0,Hipoteca,5.0,0,Educativo,B,2000.0,11.99,0
25032,24.0,60000.0,Hipoteca,6.0,0,Pagamento de débitos,A,10000.0,8.9,0
25033,24.0,81000.0,Hipoteca,0.0,0,Pagamento de débitos,B,15000.0,12.18,0
25034,44.0,62000.0,Aluguel,11.0,0,Pagamento de débitos,A,11000.0,8.07,0
25035,23.0,135000.0,Hipoteca,1.0,0,Empreendimento,D,12500.0,15.99,0
25036,22.0,45000.0,Aluguel,6.0,0,Pagamento de débitos,B,16000.0,10.59,1
25037,25.0,59000.0,Aluguel,0.0,0,Empreendimento,C,10000.0,14.17,0
25038,32.0,71000.0,Aluguel,2.0,0,Educativo,D,15000.0,15.95,1
25039,25.0,80004.0,Hipoteca,0.0,0,Pagamento de débitos,A,3600.0,7.49,0
25040,24.0,73000.0,Aluguel,6.0,0,Pagamento de débitos,D,12500.0,6.0,1
25041,29.0,69000.0,Hipoteca,13.0,0,Médico,B,15000.0,10.62,0
25042,30.0,30000.0,Própria,14.0,0,Pessoal,A,5000.0,7.14,0
25043,33.0,65000.0,Aluguel,4.0,0,Médico,B,10000.0,11.99,0
25044,29.0,40000.0,Hipoteca,8.0,0,Educativo,A,8000.0,8.59,0
25045,33.0,24000.0,Aluguel,1.0,0,Empreendimento,B,8000.0,11.12,1
25046,24.0,62000.0,Aluguel,7.0,0,Educativo,B,3000.0,9.99,0
25047,24.0,80000.0,Aluguel,5.0,0,Empreendimento,B,10000.0,11.14,0
25048,24.0,96408.0,Aluguel,1.0,1,Educativo,C,7700.0,12.53,0
25049,29.0,43738.0,Aluguel,1.0,0,Médico,A,14000.0,7.88,1
25050,25.0,28800.0,Aluguel,8.0,0,Educativo,B,6800.0,9.63,0
25051,30.0,36000.0,Hipoteca,3.0,0,Melhora do lar,B,2400.0,10.65,0
25052,23.0,90000.0,Hipoteca,2.0,0,Educativo,A,5000.0,5.42,0
25053,33.0,66000.0,Aluguel,5.0,0,Melhora do lar,C,4800.0,13.57,0
25054,32.0,50000.0,Própria,16.0,0,Médico,A,8000.0,7.49,0
25055,27.0,60000.0,Aluguel,2.0,0,Melhora do lar,B,8800.0,11.36,0
25056,24.0,68900.0,Hipoteca,2.0,0,Melhora do lar,B,19500.0,11.83,0
25057,32.0,45000.0,Aluguel,0.0,0,Médico,A,8000.0,7.66,0
25058,26.0,100000.0,Hipoteca,7.0,0,Pagamento de débitos,A,7500.0,8.32,0
25059,27.0,58650.0,Hipoteca,11.0,0,Médico,A,4000.0,5.42,1
25060,46.0,60000.0,Aluguel,10.0,0,Médico,C,15000.0,13.49,0
25061,30.0,57408.0,Hipoteca,0.0,0,Pagamento de débitos,B,18000.0,8.88,0
25062,21.0,13200.0,Aluguel,2.0,0,Pagamento de débitos,A,1875.0,6.99,0
25063,23.0,88000.0,Aluguel,1.0,0,Empreendimento,B,5000.0,10.99,0
25064,23.0,51000.0,Própria,7.0,0,Pessoal,A,6000.0,5.42,0
25065,23.0,40000.0,Aluguel,2.0,0,Empreendimento,B,3500.0,11.99,0
25066,34.0,50000.0,Aluguel,5.0,0,Empreendimento,C,1500.0,13.92,0
25067,25.0,28000.0,Aluguel,6.0,0,Empreendimento,A,4000.0,6.39,0
25068,24.0,39875.0,Aluguel,7.0,1,Pessoal,D,13300.0,16.0,1
25069,26.0,100000.0,Aluguel,11.0,0,Pessoal,A,14500.0,8.94,0
25070,22.0,70000.0,Aluguel,3.0,0,Educativo,B,22000.0,11.36,1
25071,22.0,68000.0,Hipoteca,6.0,0,Empreendimento,A,13000.0,7.88,0
25072,29.0,30000.0,Aluguel,4.0,0,Empreendimento,B,7000.0,12.18,0
25073,22.0,46000.0,Hipoteca,6.0,0,Pessoal,B,4000.0,10.37,0
25074,24.0,29000.0,Aluguel,5.0,0,Médico,C,6000.0,15.27,0
25075,25.0,75500.0,Hipoteca,10.0,1,Médico,D,6000.0,14.74,1
25076,23.0,30873.0,Hipoteca,8.0,0,Educativo,B,4200.0,10.99,0
25077,22.0,88000.0,Hipoteca,6.0,0,Educativo,B,5000.0,11.11,0
25078,31.0,44000.0,Aluguel,1.0,0,Melhora do lar,B,10000.0,10.71,1
25079,22.0,87000.0,Hipoteca,6.0,0,Pessoal,A,11200.0,8.49,0
25080,24.0,10668.0,Aluguel,0.0,0,Melhora do lar,A,5000.0,7.88,1
25081,26.0,16428.0,Aluguel,0.0,0,Médico,C,2400.0,12.23,0
25082,22.0,90000.0,Hipoteca,1.0,0,Educativo,C,2500.0,13.22,0
25083,33.0,104000.0,Aluguel,9.0,0,Pagamento de débitos,B,8000.0,11.58,0
25084,34.0,90000.0,Hipoteca,19.0,1,Empreendimento,C,5000.0,13.61,0
25085,28.0,110244.0,Hipoteca,3.0,0,Melhora do lar,D,18000.0,12.17,0
25086,24.0,64000.0,Hipoteca,8.0,0,Pessoal,A,14500.0,5.42,1
25087,23.0,60000.0,Aluguel,5.0,0,Pagamento de débitos,A,10000.0,7.14,0
25088,21.0,69000.0,Hipoteca,5.0,0,Pessoal,A,13250.0,6.62,0
25089,23.0,75000.0,Própria,0.0,0,Educativo,C,5000.0,14.65,0
25090,29.0,70008.0,Hipoteca,8.0,0,Médico,A,5000.0,5.99,0
25091,28.0,90000.0,Aluguel,1.0,0,Pessoal,A,10200.0,8.9,0
25092,21.0,18000.0,Aluguel,5.0,0,Pessoal,A,1800.0,6.62,0
25093,25.0,70000.0,Aluguel,6.0,0,Empreendimento,B,12000.0,12.18,0
25094,25.0,25716.0,Aluguel,1.0,0,Médico,A,9250.0,6.54,1
25095,25.0,59004.0,Aluguel,1.0,0,Empreendimento,D,15000.0,15.58,1
25096,32.0,150000.0,Hipoteca,0.0,1,Pessoal,E,24000.0,17.04,0
25097,30.0,96000.0,Hipoteca,14.0,0,Empreendimento,A,6000.0,5.42,0
25098,26.0,45608.0,Própria,8.0,0,Melhora do lar,A,11000.0,6.62,0
25099,24.0,55008.0,Aluguel,6.0,1,Empreendimento,E,10000.0,14.93,0
25100,34.0,74700.0,Própria,10.0,0,Médico,B,14000.0,9.91,0
25101,27.0,18000.0,Própria,4.0,0,Educativo,A,5000.0,7.9,1
25102,26.0,110000.0,Hipoteca,1.0,0,Educativo,B,5000.0,12.69,0
25103,25.0,38400.0,Aluguel,0.0,0,Pagamento de débitos,B,13000.0,10.74,1
25104,27.0,88000.0,Hipoteca,11.0,0,Melhora do lar,A,5000.0,8.9,1
25105,38.0,90000.0,Aluguel,2.0,0,Médico,A,5000.0,8.49,0
25106,43.0,500000.0,Hipoteca,5.0,1,Empreendimento,C,25000.0,12.61,0
25107,22.0,56324.0,Aluguel,2.0,0,Educativo,B,12400.0,10.74,0
25108,38.0,49853.0,Hipoteca,19.0,1,Educativo,D,12000.0,13.3,0
25109,26.0,41500.0,Aluguel,9.0,0,Educativo,A,11400.0,7.66,0
25110,25.0,42000.0,Aluguel,5.0,0,Médico,B,6000.0,12.42,0
25111,24.0,48000.0,Hipoteca,8.0,0,Educativo,A,3100.0,8.94,0
25112,30.0,98000.0,Aluguel,14.0,0,Pessoal,C,8525.0,10.78,1
25113,24.0,43500.0,Aluguel,1.0,0,Pessoal,A,3000.0,8.0,0
25114,23.0,96050.0,Hipoteca,0.0,0,Médico,F,15000.0,19.13,1
25115,24.0,37200.0,Aluguel,2.0,0,Pessoal,B,6000.0,9.99,0
25116,22.0,60000.0,Hipoteca,6.0,0,Educativo,B,16800.0,11.99,0
25117,22.0,66000.0,Hipoteca,6.0,0,Pagamento de débitos,B,10000.0,11.49,0
25118,23.0,21600.0,Aluguel,5.0,1,Pessoal,C,5000.0,13.06,1
25119,25.0,40000.0,Hipoteca,2.0,0,Pessoal,B,4500.0,10.99,0
25120,23.0,31000.0,Aluguel,1.0,0,Pagamento de débitos,A,1500.0,8.94,0
25121,23.0,79200.0,Hipoteca,6.0,0,Educativo,A,8000.0,7.88,0
25122,23.0,65000.0,Aluguel,7.0,0,Médico,B,3600.0,10.59,0
25123,23.0,54000.0,Hipoteca,7.0,0,Pessoal,A,2000.0,5.42,0
25124,24.0,113000.0,Aluguel,3.0,0,Empreendimento,B,16000.0,11.99,0
25125,26.0,100000.0,Aluguel,0.0,0,Pessoal,A,13500.0,7.14,0
25126,26.0,65004.0,Aluguel,3.0,0,Empreendimento,A,8400.0,7.51,0
25127,25.0,39000.0,Hipoteca,6.0,0,Pagamento de débitos,A,6000.0,7.51,0
25128,24.0,48912.0,Aluguel,0.0,0,Médico,C,20000.0,11.66,1
25129,24.0,83100.0,Aluguel,5.0,1,Pessoal,E,5000.0,16.35,0
25130,23.0,40000.0,Hipoteca,7.0,1,Pagamento de débitos,C,6000.0,14.79,0
25131,23.0,24000.0,Própria,5.0,0,Educativo,B,7000.0,11.86,0
25132,23.0,100000.0,Hipoteca,8.0,0,Empreendimento,A,10000.0,7.66,0
25133,23.0,86250.0,Hipoteca,5.0,0,Empreendimento,A,20000.0,6.91,0
25134,23.0,42240.0,Hipoteca,3.0,0,Educativo,C,5500.0,12.73,0
25135,30.0,12500.0,Aluguel,0.0,1,Pessoal,D,2100.0,12.49,1
25136,37.0,205000.0,Hipoteca,3.0,0,Educativo,B,18000.0,10.39,0
25137,28.0,66000.0,Aluguel,9.0,0,Empreendimento,A,10000.0,7.9,0
25138,26.0,31000.0,Aluguel,5.0,1,Melhora do lar,C,8000.0,14.27,1
25139,25.0,80000.0,Aluguel,8.0,0,Empreendimento,C,4500.0,13.06,0
25140,22.0,50000.0,Hipoteca,6.0,1,Empreendimento,C,10500.0,14.26,0
25141,38.0,80000.0,Aluguel,9.0,0,Pessoal,B,2500.0,10.99,0
25142,30.0,36933.0,Aluguel,2.0,1,Pessoal,C,5000.0,11.91,0
25143,24.0,115000.0,Própria,8.0,0,Melhora do lar,A,10000.0,7.51,0
25144,22.0,32000.0,Aluguel,7.0,0,Educativo,C,14000.0,12.23,1
25145,24.0,76000.0,Hipoteca,9.0,0,Pagamento de débitos,D,7000.0,12.92,1
25146,24.0,58000.0,Aluguel,2.0,0,Empreendimento,C,3200.0,14.35,0
25147,23.0,91000.0,Aluguel,5.0,0,Educativo,B,10000.0,10.2,0
25148,29.0,72000.0,Hipoteca,3.0,0,Médico,B,14000.0,10.65,0
25149,29.0,37200.0,Aluguel,1.0,0,Médico,A,15000.0,6.03,1
25150,22.0,49500.0,Aluguel,0.0,1,Pessoal,C,9000.0,14.35,0
25151,24.0,29004.0,Aluguel,4.0,0,Educativo,A,5000.0,6.92,1
25152,24.0,30000.0,Aluguel,6.0,0,Pagamento de débitos,B,5000.0,12.69,1
25153,24.0,52000.0,Própria,8.0,0,Educativo,B,4000.0,10.62,0
25154,25.0,29004.0,Aluguel,5.0,1,Pessoal,C,12000.0,12.84,1
25155,26.0,53826.0,Hipoteca,10.0,0,Empreendimento,C,8500.0,14.79,1
25156,21.0,45000.0,Aluguel,5.0,0,Empreendimento,A,10000.0,6.62,0
25157,22.0,36000.0,Hipoteca,4.0,0,Médico,B,12000.0,11.71,0
25158,32.0,63000.0,Aluguel,4.0,0,Empreendimento,A,12000.0,6.62,0
25159,27.0,15600.0,Aluguel,11.0,0,Melhora do lar,B,2800.0,10.65,1
25160,25.0,19200.0,Aluguel,3.0,0,Médico,A,6000.0,7.14,1
25161,23.0,36000.0,Aluguel,7.0,0,Pessoal,C,1200.0,13.99,0
25162,31.0,46500.0,Hipoteca,2.0,0,Pagamento de débitos,A,6250.0,5.79,0
25163,22.0,52000.0,Hipoteca,0.0,0,Pagamento de débitos,A,3000.0,7.05,0
25164,26.0,130000.0,Hipoteca,7.0,1,Empreendimento,D,6500.0,15.99,0
25165,38.0,64700.0,Aluguel,5.0,0,Pagamento de débitos,B,20000.0,11.11,1
25166,24.0,49278.0,Aluguel,4.0,0,Empreendimento,C,11000.0,13.22,0
25167,23.0,96000.0,Hipoteca,1.0,0,Empreendimento,B,5000.0,10.38,0
25168,27.0,110000.0,Própria,0.0,1,Empreendimento,D,25000.0,16.32,0
25169,27.0,75000.0,Hipoteca,4.0,0,Pessoal,B,20150.0,11.36,0
25170,27.0,56525.0,Hipoteca,4.0,0,Médico,D,12000.0,15.95,1
25171,25.0,50000.0,Hipoteca,4.0,0,Pagamento de débitos,A,6000.0,6.76,0
25172,27.0,54000.0,Aluguel,2.0,0,Médico,B,20000.0,10.99,1
25173,35.0,49800.0,Hipoteca,3.0,0,Pessoal,A,6000.0,7.14,0
25174,29.0,72500.0,Aluguel,1.0,0,Pessoal,A,7000.0,7.29,0
25175,22.0,65004.0,Aluguel,4.0,0,Empreendimento,E,15000.0,16.95,0
25176,23.0,65000.0,Hipoteca,7.0,0,Educativo,A,5500.0,7.88,0
25177,23.0,55000.0,Aluguel,3.0,0,Empreendimento,B,5400.0,11.99,0
25178,26.0,21312.0,Aluguel,0.0,0,Pessoal,B,8875.0,10.59,1
25179,27.0,65000.0,Aluguel,4.0,0,Educativo,A,8400.0,6.99,0
25180,30.0,35000.0,Hipoteca,14.0,0,Médico,A,2000.0,5.42,0
25181,23.0,39000.0,Aluguel,7.0,1,Médico,D,6000.0,14.09,1
25182,37.0,85000.0,Hipoteca,17.0,0,Melhora do lar,B,8000.0,11.99,0
25183,25.0,65000.0,Própria,1.0,1,Empreendimento,C,12000.0,12.61,0
25184,64.0,120000.0,Hipoteca,0.0,0,Pessoal,B,20000.0,11.11,0
25185,37.0,79900.0,Aluguel,0.0,0,Médico,C,25000.0,13.11,1
25186,29.0,71000.0,Aluguel,0.0,0,Pessoal,A,19000.0,6.54,0
25187,41.0,24000.0,Aluguel,24.0,0,Pessoal,A,2000.0,7.75,1
25188,29.0,97000.0,Própria,3.0,0,Médico,D,14600.0,15.65,0
25189,24.0,49000.0,Hipoteca,5.0,0,Educativo,A,2700.0,6.92,0
25190,23.0,56100.0,Hipoteca,3.0,0,Médico,B,5650.0,10.99,1
25191,23.0,25000.0,Aluguel,7.0,0,Empreendimento,A,6000.0,7.51,0
25192,27.0,31000.0,Própria,4.0,1,Médico,C,12000.0,12.73,0
25193,29.0,90000.0,Hipoteca,13.0,0,Pagamento de débitos,A,6000.0,6.03,0
25194,34.0,70000.0,Própria,0.0,0,Melhora do lar,B,10000.0,10.99,0
25195,24.0,62000.0,Hipoteca,6.0,0,Melhora do lar,B,10000.0,10.74,0
25196,27.0,35196.0,Aluguel,4.0,0,Médico,C,12250.0,13.23,1
25197,24.0,49000.0,Aluguel,2.0,0,Empreendimento,D,7800.0,15.62,1
25198,24.0,85000.0,Hipoteca,7.0,0,Empreendimento,A,12000.0,5.99,0
25199,22.0,36000.0,Aluguel,6.0,0,Empreendimento,B,12000.0,11.49,1
25200,35.0,91000.0,Própria,0.0,0,Médico,A,10000.0,8.59,0
25201,32.0,37440.0,Aluguel,8.0,0,Empreendimento,B,7000.0,9.91,0
25202,23.0,84000.0,Aluguel,0.0,1,Pagamento de débitos,C,15000.0,11.34,0
25203,48.0,28000.0,Hipoteca,7.0,0,Educativo,A,7500.0,7.74,0
25204,25.0,96000.0,Aluguel,3.0,0,Pagamento de débitos,B,12000.0,11.99,0
25205,21.0,29000.0,Aluguel,0.0,0,Educativo,D,4000.0,14.83,1
25206,35.0,40000.0,Própria,0.0,0,Pessoal,A,5000.0,6.92,0
25207,30.0,300000.0,Própria,14.0,0,Melhora do lar,B,35000.0,10.59,0
25208,23.0,32000.0,Aluguel,4.0,0,Pessoal,A,10700.0,6.03,1
25209,29.0,78000.0,Hipoteca,7.0,0,Melhora do lar,A,18000.0,9.38,1
25210,28.0,176608.0,Hipoteca,1.0,1,Empreendimento,C,21125.0,13.16,0
25211,29.0,70000.0,Aluguel,3.0,0,Pessoal,D,25000.0,14.83,1
25212,32.0,75000.0,Hipoteca,12.0,0,Melhora do lar,B,12000.0,10.65,0
25213,22.0,23000.0,Hipoteca,5.0,0,Pagamento de débitos,A,10625.0,7.51,0
25214,28.0,60000.0,Aluguel,4.0,0,Melhora do lar,A,10000.0,6.54,0
25215,32.0,49200.0,Hipoteca,5.0,0,Melhora do lar,A,5000.0,7.74,0
25216,25.0,103000.0,Aluguel,9.0,1,Melhora do lar,D,12800.0,15.7,0
25217,23.0,39000.0,Aluguel,3.0,0,Médico,B,10000.0,11.99,1
25218,27.0,21600.0,Aluguel,2.0,0,Médico,B,8000.0,10.59,1
25219,34.0,45000.0,Hipoteca,3.0,0,Médico,C,5300.0,13.23,0
25220,25.0,63000.0,Aluguel,3.0,0,Médico,B,20000.0,12.42,1
25221,22.0,36000.0,Aluguel,3.0,0,Pessoal,A,3600.0,5.99,0
25222,29.0,49362.0,Aluguel,3.0,0,Melhora do lar,C,4500.0,12.61,1
25223,24.0,65000.0,Própria,6.0,0,Educativo,A,3500.0,6.76,0
25224,23.0,113000.0,Hipoteca,4.0,0,Pagamento de débitos,A,12000.0,7.66,0
25225,36.0,36000.0,Aluguel,20.0,0,Empreendimento,C,12375.0,14.27,1
25226,22.0,57200.0,Hipoteca,4.0,0,Educativo,A,7000.0,7.51,0
25227,27.0,80000.0,Hipoteca,3.0,0,Pagamento de débitos,B,3000.0,11.11,0
25228,32.0,132000.0,Hipoteca,16.0,0,Melhora do lar,B,25000.0,10.99,0
25229,22.0,85000.0,Aluguel,6.0,0,Empreendimento,B,35000.0,10.37,1
25230,23.0,45630.0,Aluguel,0.0,1,Pagamento de débitos,E,4000.0,19.29,1
25231,24.0,35000.0,Aluguel,1.0,0,Empreendimento,A,12000.0,6.54,1
25232,26.0,24000.0,Própria,0.0,0,Médico,B,2500.0,11.83,0
25233,24.0,38400.0,Aluguel,9.0,0,Pagamento de débitos,B,10000.0,10.38,0
25234,23.0,65000.0,Aluguel,2.0,1,Pagamento de débitos,C,8000.0,14.72,0
25235,28.0,30000.0,Própria,1.0,0,Melhora do lar,C,7500.0,12.98,0
25236,22.0,45000.0,Aluguel,0.0,0,Pessoal,C,6000.0,13.23,0
25237,34.0,78301.0,Hipoteca,6.0,0,Pagamento de débitos,A,17000.0,6.62,0
25238,26.0,54000.0,Hipoteca,10.0,0,Pagamento de débitos,A,9000.0,8.94,0
25239,24.0,98000.0,Própria,8.0,0,Melhora do lar,A,12000.0,6.03,0
25240,23.0,125000.0,Aluguel,7.0,0,Empreendimento,B,20000.0,11.11,0
25241,23.0,70000.0,Aluguel,4.0,0,Pessoal,A,2000.0,7.66,0
25242,24.0,62500.0,Própria,8.0,0,Melhora do lar,C,6500.0,13.22,0
25243,30.0,43500.0,Aluguel,0.0,0,Educativo,B,3000.0,12.42,0
25244,21.0,50000.0,Aluguel,5.0,0,Pagamento de débitos,A,8075.0,6.17,0
25245,24.0,125000.0,Aluguel,9.0,0,Melhora do lar,B,19200.0,10.99,0
25246,28.0,60000.0,Própria,12.0,1,Empreendimento,C,15000.0,15.96,0
25247,24.0,61100.0,Aluguel,1.0,0,Pagamento de débitos,B,15000.0,12.53,0
25248,27.0,45000.0,Aluguel,1.0,0,Pagamento de débitos,B,17475.0,11.99,1
25249,27.0,88000.0,Aluguel,11.0,0,Pagamento de débitos,A,9000.0,6.91,0
25250,40.0,85000.0,Hipoteca,4.0,0,Melhora do lar,C,5000.0,14.27,0
25251,37.0,103000.0,Aluguel,1.0,1,Educativo,D,10000.0,15.62,1
25252,22.0,70000.0,Hipoteca,1.0,0,Médico,A,8400.0,7.88,0
25253,23.0,54000.0,Aluguel,7.0,0,Médico,C,9500.0,14.65,0
25254,33.0,125000.0,Hipoteca,17.0,0,Médico,B,8800.0,10.59,0
25255,47.0,168000.0,Hipoteca,13.0,0,Educativo,A,8775.0,8.49,0
25256,35.0,85000.0,Hipoteca,2.0,0,Médico,B,14000.0,10.65,0
25257,32.0,78400.0,Hipoteca,2.0,0,Educativo,B,1200.0,10.0,0
25258,34.0,91000.0,Aluguel,11.0,0,Médico,B,25000.0,11.36,0
25259,26.0,80171.0,Aluguel,3.0,0,Melhora do lar,C,18000.0,13.85,0
25260,27.0,43200.0,Própria,2.0,0,Empreendimento,B,5000.0,12.69,0
25261,39.0,78000.0,Hipoteca,5.0,0,Educativo,C,12000.0,13.57,0
25262,32.0,60000.0,Aluguel,0.0,0,Pessoal,B,10000.0,12.42,0
25263,25.0,33996.0,Aluguel,4.0,0,Melhora do lar,C,10000.0,12.53,1
