id_pessoa,id_bc,id_emprestimo,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,foi_inadimplente_bc,tempo_primeira_solicitacao_credito_bc,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,possibilidade_inadimplencia,porcentagem_salario_emprestimo
o8huk6ND-RBaW,z4x0rttm-GfOp,DHJArlGz-JOP3,33.0,38400.0,Aluguel,,N,5.0,Educativo,C,7500.0,13.49,0.0,0.2
F0M6XdRB-4ix1,SKUaYZ5n-lAO7,1oDd2HqO-u324,28.0,50500.0,Aluguel,3.0,N,8.0,Melhora do lar,C,5200.0,12.53,0.0,0.1
nP42fBjI-OYYS,1bobj5Ft-HBs4,jIikGQIN-UxDg,22.0,37000.0,Aluguel,3.0,N,4.0,Educativo,B,15000.0,10.25,1.0,0.41
ZpWDtXnq-ZtuG,iSqA2P0j-6LRF,tBWh7a2k-b03M,25.0,24000.0,Aluguel,3.0,N,4.0,Educativo,A,5000.0,6.92,0.0,0.21
2rrOzOZR-kMYL,5OhO6HX6-Li5q,B7hieNrY-sboo,24.0,72984.0,Hipoteca,3.0,N,4.0,Pessoal,A,12000.0,,0.0,0.16
PoDj8q0K-tXCt,mkWnLHic-jymB,X4KNlaW5-iCbJ,31.0,35000.0,Aluguel,4.0,N,9.0,Médico,C,15000.0,13.11,1.0,0.43
mx4gENm0-pcWB,1U21z2cG-rz3O,IyBE3EtQ-wJhC,23.0,52360.0,Hipoteca,,S,2.0,Empreendimento,D,15000.0,16.49,0.0,0.29
B6M8pG6r-vR6M,lpEkbiel-QRhl,XKBawSXr-ui8f,23.0,26000.0,Aluguel,0.0,N,3.0,Pagamento de débitos,A,3500.0,6.91,0.0,0.13
HYubhgJx-tQQH,CUU2m5rO-4Npl,QrESbwGo-lCUe,25.0,136000.0,Hipoteca,1.0,N,3.0,Pagamento de débitos,C,8000.0,12.87,0.0,0.06
koUTbwzC-Ul5s,DZaCESay-x4eX,EFqTt0W6-SiZW,36.0,150000.0,Hipoteca,20.0,N,14.0,Médico,A,10000.0,,0.0,0.07
YFQycdof-58s2,AHgWGuol-5r2a,xsNQkoxo-anoU,22.0,63996.0,Hipoteca,4.0,N,4.0,Educativo,A,3250.0,7.88,0.0,0.05
SuL3sTiM-u1tq,Ada6IXbz-noby,XN9KNmES-MNfw,20.0,135000.0,Hipoteca,1.0,S,2.0,Empreendimento,C,15000.0,15.96,0.0,0.11
ES10Cdmc-rYkx,QcDHFRdX-KrhW,AlmrJQh8-3DaA,23.0,70000.0,Aluguel,3.0,N,3.0,Pessoal,B,19425.0,11.11,0.0,0.28
5CUMumGw-Uil3,s7OQDJKY-KGcs,uAILnb2c-ULAE,22.0,27000.0,Aluguel,2.0,N,2.0,Educativo,B,8500.0,12.21,1.0,0.31
aGIyhrpG-ZlYt,Oc7mMSFE-f5wo,c7TxSopl-n69y,23.0,70000.0,Aluguel,8.0,N,2.0,Pagamento de débitos,A,6725.0,6.62,0.0,0.1
KbPbFmox-XpZL,IbXOJ8Kw-i59P,FoihUebv-gdk6,23.0,48000.0,Própria,6.0,N,3.0,Educativo,B,5000.0,10.08,0.0,0.1
oQ9nXFPI-bp8E,c8veIZKN-q7YN,ckGEL4UN-rXCY,51.0,98000.0,Aluguel,5.0,N,23.0,Pessoal,C,6000.0,15.96,0.0,0.06
JKlzLTbz-FUmE,0kMFr6H4-ZMsh,tOdXCoCm-YqC5,22.0,30000.0,Hipoteca,3.0,N,4.0,Médico,B,1750.0,10.99,0.0,0.06
9D6r48PF-yKXW,deXFUGdz-Tyyy,6pRC0Ouz-N9B6,25.0,26880.0,Aluguel,1.0,S,4.0,Empreendimento,C,4900.0,14.26,0.0,0.18
QBfKRTBC-3wKH,PwCsUw7m-ZdQY,WSMSECMw-AnWo,21.0,70000.0,Hipoteca,6.0,N,3.0,Pagamento de débitos,A,6000.0,5.42,0.0,0.09
x8ovO8cg-Yhgg,v8W6fnE7-HWxY,x8v512L7-ET4m,30.0,9600.0,Aluguel,,N,8.0,Pessoal,A,1800.0,5.99,1.0,0.19
jKBAchaZ-kdOz,gpSHBX4O-wM20,qBpzbf6l-CEXj,25.0,101877.0,Aluguel,9.0,N,2.0,Empreendimento,B,6600.0,10.99,0.0,0.06
4ptfYpJu-nJ5B,gpwElF3h-FOvz,HiFU12GC-J8aD,30.0,65000.0,Aluguel,14.0,N,6.0,Pessoal,C,11475.0,13.72,0.0,0.18
rlz5JJcN-5PDU,5Q4iCfss-mtwH,34FW70gw-oIiw,23.0,117696.0,Hipoteca,2.0,N,4.0,Médico,A,15000.0,6.03,0.0,0.13
BStO3DeO-3uYH,gN5rtDAh-O5lm,D0LzM3Al-Na07,43.0,79000.0,Hipoteca,3.0,N,12.0,Melhora do lar,B,4000.0,8.88,0.0,0.05
MiayG6ud-FJyl,WPFe8iS9-0vA2,vI2w0YL5-zjeB,27.0,238000.0,Aluguel,11.0,N,7.0,Melhora do lar,D,12000.0,17.27,1.0,0.05
TQxPsnUS-RvWb,COX8GYhE-kb70,PcZiwfLc-JBKP,24.0,33600.0,Aluguel,0.0,S,4.0,Pessoal,C,7000.0,13.61,0.0,0.21
Np8SHzdU-aZvu,wnLl2A1C-ZGCw,NWdvcRel-CXQW,26.0,130000.0,Hipoteca,,N,7.0,Médico,B,14000.0,,0.0,0.25
qLyi9xp4-6JDZ,vx5RmBKc-g9ka,w3BbXFo9-HQcF,35.0,36000.0,Hipoteca,4.0,N,8.0,Educativo,B,16000.0,10.99,1.0,0.44
DSOzfCCF-MkQE,iHvaqeIE-5T3D,0lfK9pWm-6haT,43.0,138000.0,Hipoteca,4.0,N,14.0,Educativo,A,9900.0,6.99,0.0,0.07
1BDsx7ok-PhRg,KZuDgHdr-uhQb,LquGeS9B-YAH6,24.0,3240.0,Hipoteca,1.0,N,3.0,Educativo,D,12000.0,,,0.27
JijTiE2E-8O9k,OALfHQpY-Gr18,teQLoQlS-o46k,27.0,22896.0,Própria,1.0,N,8.0,Médico,B,5000.0,11.48,0.0,0.22
HXmSU7Rx-abZA,h3trmk4v-qLOK,ghDqivHM-plPr,23.0,28800.0,Aluguel,5.0,N,2.0,Pessoal,B,2800.0,10.38,0.0,0.1
UWKDdthR-xm0o,vHdPZfXd-Xy09,FYXby9ED-fYsH,25.0,32160.0,Aluguel,9.0,N,4.0,Pagamento de débitos,C,5200.0,14.65,0.0,0.16
xJyw5lIb-Hj5g,kSwSCzL9-cwbW,gxLYAhOY-2MRJ,26.0,60000.0,Aluguel,1.0,N,4.0,Pessoal,B,12000.0,10.62,0.0,0.2
INHBixu6-DrIr,vuRQ0CMt-RJwN,jUTgph0b-l5YH,23.0,42000.0,Hipoteca,0.0,N,3.0,Pessoal,D,6000.0,16.77,0.0,0.14
Mk1TLuUz-r7eG,R4Jp4U7N-DBNK,uqMQHt0b-8KUK,28.0,54996.0,Hipoteca,8.0,N,9.0,Educativo,B,16750.0,10.38,1.0,0.3
P6PDfiKr-IayP,rl7v6fvw-TyBY,bYjE23Zg-HOKc,24.0,130000.0,Hipoteca,8.0,N,3.0,Pagamento de débitos,B,7000.0,11.99,0.0,0.05
gR2tnB5Y-KUic,4bB5O40U-x99U,56RsEOSq-MxkG,27.0,2200.0,Aluguel,1.0,N,4.0,Pessoal,B,20000.0,12.18,,0.11
xTgciXqX-RfkC,TWL6uaax-Opj6,W7AYKC2E-a1bY,27.0,90000.0,Própria,1.0,N,6.0,Empreendimento,A,7500.0,7.51,0.0,0.08
m8N6DR8H-YcaS,iXirBHyG-7nM1,ZtXy8sQu-sxOu,25.0,45000.0,Aluguel,2.0,N,2.0,Pagamento de débitos,B,11000.0,9.25,0.0,0.24
dliEUm3W-ttDf,RhlrkOry-Zj4x,Zd9vP9aA-hrcD,46.0,85000.0,Própria,1.0,N,13.0,Empreendimento,A,5000.0,7.43,0.0,0.06
Nx7zNkr3-TpkW,ndUWixHk-Apwt,6GKFRLjl-Ysz5,22.0,39000.0,Aluguel,1.0,N,3.0,Educativo,B,12000.0,11.11,1.0,0.31
X3ew69Nr-xuMJ,RS3c9vsu-z9vA,lwqMfBmg-xhFJ,25.0,48000.0,Hipoteca,9.0,S,2.0,Educativo,C,7000.0,12.09,0.0,0.15
f9O0iZB7-RUsX,S1wg163h-XkXt,84uy9C9P-pl11,26.0,75000.0,Hipoteca,4.0,S,4.0,Melhora do lar,A,,16.29,0.0,
Ju9GD05T-4alP,l4ICdwls-YBTm,rCG5Htdn-4w2v,23.0,84000.0,Aluguel,1.0,N,8.0,Empreendimento,A,6400.0,,0.0,0.0762
n7wpAG0h-nsPl,wXHGNSoN-Zr8D,IfzUCAUl-7sFr,42.0,68850.0,Aluguel,8.0,N,14.0,Médico,D,24250.0,15.58,1.0,0.3
5xFFGpif-iNuX,HW40bXI9-5K4W,0tysTvkP-b0vw,24.0,55782.0,Aluguel,3.0,N,3.0,Pagamento de débitos,A,17000.0,7.51,0.0,0.3
SrSbo7o3-q98l,rlTCBFBL-Ywkk,dSUWz7X7-OqO5,36.0,60000.0,Hipoteca,3.0,S,14.0,Pagamento de débitos,D,13000.0,14.11,1.0,0.22
mldOA9De-KrmO,lhyDdIjk-y2xi,7gGAX9LD-URPQ,28.0,103200.0,Hipoteca,7.0,N,6.0,Educativo,B,9000.0,9.88,0.0,0.09
qOK4d8uZ-OLvp,wE8qT1rF-Mpid,X5nzSRM2-8MXy,26.0,75000.0,Aluguel,4.0,N,4.0,Educativo,A,10000.0,7.49,0.0,0.13
DQmkDHRa-EdYg,NjlRS7i1-MZmf,7flWqO6c-5BJI,22.0,127500.0,Hipoteca,2.0,N,4.0,Médico,A,15000.0,7.49,0.0,0.12
Wc8uvxaX-5Z0Z,TGCG4iM3-XPTB,kChIGgk8-rbtS,23.0,170000.0,Aluguel,7.0,N,2.0,Educativo,B,12000.0,11.11,0.0,0.07
a3DdAh5a-6JGd,ETzg1wYb-C57t,NSoa5MzQ-Tw8X,25.0,64800.0,Aluguel,1.0,N,2.0,Pessoal,C,7000.0,12.73,0.0,0.11
IfWv6yHs-z9lX,AXlOn8MT-SrF8,EqieFpBl-UNME,30.0,60000.0,Hipoteca,5.0,N,8.0,Melhora do lar,A,7000.0,7.49,0.0,0.12
hPZr36gP-ltpm,bzTrxMTo-cDR0,t18WHcPw-ex3K,28.0,35000.0,Aluguel,5.0,N,6.0,Empreendimento,F,4250.0,16.96,0.0,0.12
ZuGmAK1c-oHWs,28Dxjlkm-Ae9x,YaYZRAyk-OwQG,29.0,54996.0,Aluguel,8.0,N,7.0,Médico,A,9300.0,9.32,0.0,0.17
SBe6wCkF-MI2o,7L4Uxqlx-o5WW,E1ChEDPf-yPtl,21.0,21600.0,Aluguel,2.0,N,2.0,Pagamento de débitos,A,3500.0,7.51,0.0,0.16
JJPbcyv0-LjTP,sws7C5qb-H73q,GAamSen0-83hE,30.0,101500.0,Aluguel,2.0,N,7.0,Melhora do lar,B,18000.0,12.18,0.0,0.18
XJYErEyO-8I51,DMeJbFyA-iMC7,3W4bfvq2-YiO5,28.0,160000.0,Própria,12.0,N,5.0,Empreendimento,B,23000.0,11.83,0.0,0.14
iEmcYBgQ-1rZH,FzL5wRFj-6vpZ,jPp0mfDa-gQfF,24.0,60000.0,Aluguel,0.0,N,3.0,Educativo,A,7000.0,9.32,0.0,0.12
2WSvfz1P-qpmC,eY1m7XQB-L7am,XotReYc2-awyC,34.0,22668.0,Aluguel,,N,5.0,Empreendimento,B,3000.0,,0.0,0.13
9GRXvURa-xzRk,4WnaxzsM-qWke,9aXPHlfP-jA6j,25.0,250000.0,Hipoteca,4.0,N,3.0,Educativo,A,6000.0,9.07,,0.09
KH5d9tvD-BhfB,0aCduSiT-JFO9,f9tohJRk-9NQJ,27.0,75000.0,Aluguel,2.0,N,5.0,Pagamento de débitos,C,15000.0,14.35,0.0,0.2
UGM6twAO-TQFp,pvbagiQE-t7Bg,5HpjwNLr-1fWL,26.0,105000.0,Hipoteca,0.0,N,4.0,Médico,A,15000.0,8.94,0.0,0.14
fq2ywBuC-YD9q,RmoRl9aY-sy6D,WWBH1mYT-tWXc,24.0,69996.0,Aluguel,9.0,N,3.0,Pagamento de débitos,B,11000.0,11.86,0.0,0.16
FyYDABji-ym9a,2JFZCU6h-icPa,QibJBpOF-mcZh,23.0,50000.0,Aluguel,4.0,N,2.0,Empreendimento,B,18225.0,10.74,1.0,0.36
XPn7lWEA-P5Sr,NXlptZNU-HlMJ,NNxt0Dm9-PgGU,28.0,60000.0,Aluguel,3.0,N,6.0,Educativo,B,2000.0,,0.0,0.03
wn2WdbU0-KLv1,775AJIvi-bnbN,sxKL7HAI-JacI,30.0,114400.0,Hipoteca,14.0,N,7.0,Empreendimento,A,8000.0,8.94,0.0,0.07
gT2jeIvR-DREz,TH9bcFQ6-h4X9,8edX2Hg4-K4eB,23.0,27000.0,Aluguel,6.0,N,3.0,Educativo,C,6000.0,11.66,0.0,0.22
qhNnEbF8-zFfg,8bdWE4bN-8KjI,TXiS0ILB-NaZS,27.0,74000.0,Hipoteca,3.0,N,5.0,Pessoal,B,25000.0,11.46,1.0,0.34
Hqd9HHgA-cYYs,kmQtKIgg-NxNX,U1kZJj0F-cd8v,22.0,18000.0,Aluguel,6.0,N,4.0,Médico,B,4000.0,11.49,1.0,0.22
uX1NgWlH-KRrr,Wj78u0RU-8siJ,ad216cN0-klUK,24.0,123000.0,Hipoteca,8.0,S,4.0,Pagamento de débitos,C,24250.0,12.87,1.0,0.2
MZY3FRbL-iQGD,RQmDeG3W-BSk4,pxh8DcAv-4O6U,25.0,80000.0,Hipoteca,2.0,N,4.0,Empreendimento,A,10000.0,7.49,0.0,0.13
dzMDZeAt-1Yr4,O15wQpOd-krLb,ahT3fAgF-qoSx,24.0,80000.0,Hipoteca,8.0,N,4.0,Educativo,A,10000.0,8.9,0.0,0.13
98LwuU5F-mvja,FUnWkg9l-3QeA,tJZ4pyLB-q3u8,25.0,60000.0,Hipoteca,5.0,N,4.0,Empreendimento,A,5000.0,,0.0,0.08
nu0AjPAc-yUn6,UIzBEnlx-s4vL,vAwPMXlF-sCUr,32.0,67000.0,Hipoteca,12.0,N,9.0,Médico,B,10000.0,10.25,0.0,0.15
L5aeQyUZ-Y0K0,2QROtNhH-SQED,xWc7CcpP-nEBn,21.0,192000.0,Hipoteca,0.0,N,2.0,Educativo,A,20000.0,6.54,0.0,0.1
o08OMiM1-8vn1,El9tvkpD-xNRe,PrSQvqiG-nAR7,23.0,40000.0,Hipoteca,2.0,N,3.0,Médico,B,7000.0,8.88,0.0,0.17
nRyoN4se-EOUa,pg2Bgdjh-o8WZ,cLvEPENj-gLv5,37.0,54000.0,Hipoteca,10.0,N,15.0,Pessoal,D,8000.0,,0.0,0.15
P1R2DAAi-tdGf,8mid7FYy-roZN,d2wSAWmx-0u6J,23.0,43949.0,Aluguel,7.0,N,2.0,Médico,B,3000.0,11.49,0.0,0.07
lkUpAXaM-c3GG,gpE0o9k9-ocRW,94JONLMw-YFdz,25.0,160000.0,Hipoteca,2.0,N,3.0,Educativo,A,9000.0,,0.0,0.06
PlzP8ZDC-SuYv,maIBtz9d-A2L6,YUOmBdhP-9mPI,80.0,64000.0,Aluguel,7.0,N,25.0,Médico,B,6800.0,11.71,0.0,0.11
uLlQkD3D-Jzm7,KT5uUeQr-6Q5P,PoZtiGc8-b0T9,29.0,87600.0,Hipoteca,4.0,N,8.0,Pessoal,B,12000.0,11.49,0.0,0.14
NjGHSGqG-USFO,2F4NQZdn-gzfN,uBxXp0a6-mpey,27.0,72000.0,Própria,4.0,S,9.0,Educativo,C,8000.0,11.09,0.0,0.11
s47yzP8r-UmNt,s0WFF7YX-IXMK,PnjtdBfl-bUKg,30.0,50000.0,Hipoteca,1.0,N,7.0,Pessoal,B,16000.0,10.38,0.0,0.32
eropyqN5-qb9B,fozdCAgH-FPqI,tTM1gTNz-Syq4,53.0,24000.0,Aluguel,0.0,S,27.0,Educativo,D,5000.0,14.42,1.0,0.21
AfuqjjQB-wMHC,YyKILplE-RBnr,mcvjly77-4xBi,28.0,88365.0,Aluguel,9.0,N,6.0,Educativo,D,12000.0,16.29,0.0,0.14
5kBjYtHi-5uK9,mcSPy4i7-l15w,vmFGR0xD-Z6tE,25.0,225000.0,Hipoteca,9.0,N,3.0,Melhora do lar,B,21000.0,11.11,0.0,0.09
jKe1hbwx-7rxx,g7NhMhRC-MYoz,an6q87CP-Tksq,23.0,62400.0,Hipoteca,4.0,N,4.0,Empreendimento,A,7200.0,8.9,0.0,0.12
T8SGqnpn-JsFG,3HyR9Bhf-DBL7,2XGTdMfy-ix2G,23.0,51000.0,Hipoteca,6.0,,4.0,Pagamento de débitos,D,10000.0,,0.0,0.1961
jisbFf33-zxKq,7cTeZmxU-Kaid,HhUumu7j-tqa8,24.0,96000.0,Hipoteca,8.0,N,4.0,Melhora do lar,A,35000.0,7.9,0.0,0.36
u4wWQLmq-AERq,WMlqs2nU-W8T9,q2zm6Aca-jRay,32.0,32496.0,Aluguel,4.0,N,6.0,Educativo,D,5000.0,,0.0,0.15
uatAYfDa-vD2O,6esI22DW-5FOy,OyXZ6yrj-bahx,25.0,72700.0,Aluguel,4.0,S,2.0,Melhora do lar,D,7000.0,14.84,0.0,0.1
6WvCJ3cq-7jIS,uZgil4bI-vTPC,ZlIdBKKa-x5je,27.0,42000.0,Hipoteca,0.0,N,7.0,Melhora do lar,A,4200.0,6.76,0.0,0.1
coC57vzj-NQOa,j1EPtYk5-MDXA,EsJILptI-R1Ce,23.0,180000.0,Hipoteca,2.0,N,2.0,Empreendimento,B,5000.0,9.33,0.0,0.03
JENjaaDH-3WR7,FUnfZFo6-10m7,Zj8RRp2u-2ub4,30.0,43800.0,Hipoteca,,N,9.0,Pagamento de débitos,D,13200.0,16.29,1.0,0.3
8k0pr9Lq-gz1t,Weq6PcmA-qmJ6,BZFQGNaE-t7iZ,38.0,130000.0,Hipoteca,8.0,N,11.0,Pagamento de débitos,B,11000.0,10.74,0.0,0.08
WekPknFx-b9WR,Ww79aEbO-MTkx,zejUvkNm-quK6,32.0,74000.0,Aluguel,15.0,N,6.0,Empreendimento,F,15000.0,17.15,0.0,0.2
1E3C559o-YfZP,z3fFOLFM-sB7k,efAPcTuX-kLuY,29.0,59000.0,Aluguel,3.0,N,7.0,Pagamento de débitos,B,6000.0,10.37,0.0,0.1
ZrDkxOIJ-toI3,bo7tcWvF-ppSp,0rcJfOwK-w7cu,21.0,25000.0,Aluguel,6.0,N,3.0,Educativo,B,6925.0,11.71,0.0,0.28
gW8kcfk3-4JXN,OqjOLoLO-UkyD,akYo35EJ-K7aZ,29.0,60000.0,Aluguel,4.0,N,6.0,Melhora do lar,B,5500.0,10.74,0.0,0.09
oP8JnlEj-y4or,JdMBb5NE-ZRNh,KvJ1L18s-D7F3,26.0,111147.0,Hipoteca,4.0,S,2.0,Educativo,C,15000.0,13.61,0.0,0.13
Q3doMAlY-vCaQ,vpIHQyP3-UrI8,C597lFKJ-oNKS,30.0,80000.0,Aluguel,7.0,N,10.0,Empreendimento,A,12000.0,8.9,0.0,0.15
DGF3eMwa-sZuI,vFTQ08cw-6HER,oEUIj9K8-0w4O,27.0,144000.0,Hipoteca,11.0,N,6.0,Pagamento de débitos,A,11000.0,8.9,0.0,0.08
8ErUotNG-Nr6o,RKEvAIXy-5HkZ,IlNPoTov-c5as,29.0,39000.0,Aluguel,2.0,N,5.0,Pessoal,B,6000.0,12.69,1.0,0.15
H3RyPBaY-p7xT,FIgv0o1N-vM42,jBfyH3HG-5TrM,26.0,46000.0,Hipoteca,3.0,N,3.0,Educativo,G,5000.0,19.16,1.0,0.11
YRITSTua-PHlE,bBcMqFRN-n5pS,TSt2TA7Z-CNdb,24.0,175000.0,Aluguel,1.0,N,3.0,Pessoal,B,19000.0,11.48,0.0,0.11
GvPaza7c-06cg,B8ZzhhKd-Rl2j,zZGAqIuP-Jody,25.0,58313.0,Hipoteca,9.0,S,2.0,Médico,E,5300.0,19.91,1.0,0.08
il8eeCuj-c90G,nRRTLgYx-9ocp,HQ4S66HZ-q0QW,,70000.0,Hipoteca,9.0,S,4.0,,A,8000.0,13.17,1.0,0.16
Wzz0MWfX-iLJI,XRBTldc0-u9Pt,noZl593x-Rybj,34.0,84000.0,Hipoteca,6.0,N,6.0,Educativo,A,2400.0,7.49,0.0,0.03
01nEy4JW-iaX4,qRGji04S-Hla1,8Xwr2uCd-2xad,23.0,13000.0,Aluguel,0.0,N,3.0,Pessoal,E,2400.0,16.82,1.0,0.18
wP6Acupj-wxNI,LA98YaoL-FL35,0FSqmJQg-RICI,26.0,30000.0,Aluguel,2.0,N,3.0,Educativo,A,1000.0,9.63,0.0,0.03
CB5am4r6-bpO4,Hlrwm2zs-eAhc,Xnc0bB1e-fj5B,21.0,29000.0,Aluguel,5.0,N,4.0,Pagamento de débitos,B,10000.0,10.0,1.0,0.34
GFu72fJQ-UfWL,nTlaG0G8-Q2vJ,FzFrZ6P0-2kvz,23.0,45000.0,Aluguel,2.0,N,2.0,Pagamento de débitos,C,1700.0,14.72,0.0,0.04
4dM10HX0-ugmu,9g9TXe1h-N9N1,gGoNXsLZ-2kdC,32.0,65000.0,Hipoteca,16.0,N,7.0,Pagamento de débitos,A,5500.0,7.51,0.0,0.08
GSqpsThQ-Thws,nW4ZAj7F-fk3K,7K1U8AYD-2cws,34.0,100000.0,Aluguel,4.0,S,10.0,Empreendimento,C,18000.0,13.49,0.0,0.18
wmTt9qFs-yqq6,R2WFiUEY-koHq,qct6oaGc-ryrU,27.0,85000.0,Aluguel,2.0,N,7.0,Pessoal,B,12000.0,9.91,0.0,0.14
8JhTuJnH-8jhS,Hu9R4NJC-tAwe,KcXlv5JA-jY4i,38.0,42000.0,Hipoteca,5.0,N,12.0,Pessoal,B,4000.0,10.74,0.0,0.1
x0PSUrWN-1nJB,zUIxjr2w-QYso,nf9XCczX-CoM2,40.0,74500.0,Aluguel,2.0,N,15.0,Médico,C,3000.0,14.27,0.0,0.04
6geBNQMf-vOG8,vdY47phh-zltB,Pcu5z1af-BnUj,39.0,61000.0,Hipoteca,3.0,S,17.0,Empreendimento,D,14000.0,16.29,0.0,0.23
jzGIEQmD-hbtG,hiOjgEUr-pBp2,1zG4fxOd-FiC0,30.0,49000.0,Aluguel,2.0,S,10.0,Melhora do lar,D,5000.0,15.31,1.0,0.1
gg6DjoCB-0qHC,a7t3llg2-zFx4,rSsbtCCJ-up6L,23.0,106000.0,Aluguel,7.0,N,2.0,Educativo,A,5000.0,7.88,0.0,0.05
cvoQIcC3-0LNp,9M0WF5Kr-YYQI,mBxzKcrs-AX5m,21.0,40000.0,Hipoteca,5.0,N,2.0,Pessoal,A,5000.0,6.62,0.0,0.13
oNkh31SC-CeOW,XjDniYAE-2IoC,SPkOL4e4-elnA,41.0,52000.0,Hipoteca,25.0,N,14.0,Pagamento de débitos,A,1500.0,8.32,0.0,0.03
jK40Gyv3-KaGr,wWguHzDj-1AgO,4md65Uxz-ayFK,22.0,48000.0,Aluguel,3.0,N,4.0,Educativo,A,4000.0,,0.0,0.08
ioLTSb2Y-jewg,D7NlAKdh-y3SH,JNUNpgcg-RakF,30.0,180000.0,Hipoteca,11.0,S,5.0,Empreendimento,D,28000.0,14.91,0.0,0.16
ozxQGUie-1eIC,fCbqQQCB-CLMq,wJsQkwBi-eCvw,24.0,39000.0,Aluguel,5.0,N,2.0,Médico,D,20000.0,14.74,1.0,0.51
wv7xpu7D-EGsg,gBqZ899q-k9Ei,hyKOxYXO-n9ty,29.0,71500.0,Aluguel,2.0,N,6.0,Médico,C,10000.0,13.57,0.0,0.14
LABf8KXi-y9bt,7OpByTEA-jxbo,fYYqEorH-pyN4,30.0,90000.0,Aluguel,2.0,N,7.0,Educativo,A,6400.0,6.62,0.0,0.07
mTzuKyoY-mS5l,HW4E0p2z-bbzg,oyJ8KSB8-3mPJ,28.0,112123.0,Aluguel,2.0,N,9.0,Empreendimento,A,7200.0,8.59,0.0,0.06
vp2HY6G7-LAEz,FYfMJeHZ-opSj,iXnKvnbt-y4h9,29.0,100000.0,Própria,0.0,N,6.0,Empreendimento,B,15800.0,11.14,0.0,0.16
Bjo4xL6K-CMR6,qa9YTvTm-7Bs5,AH4ZXinp-pQA5,28.0,30000.0,Hipoteca,3.0,S,8.0,Médico,C,6000.0,13.98,0.0,0.2
zXdhzma3-oYWP,K1OmCK2e-CznC,1wotYLjw-yBuE,41.0,100000.0,Hipoteca,10.0,N,15.0,Educativo,A,6000.0,8.49,0.0,0.06
uCn7P4jz-UKdD,i92IEEUN-0u8R,hvmnJc45-2DjC,24.0,66000.0,Aluguel,0.0,N,2.0,Melhora do lar,A,8400.0,,0.0,0.13
1ZERNB4W-ihSM,0cPOupvp-25Pk,yJevosT8-2mn1,29.0,35568.0,Hipoteca,5.0,N,7.0,Pagamento de débitos,B,3975.0,10.99,0.0,0.11
jWZXBlp7-GF8n,k5yNpAo3-Fx9e,LXXTlecw-MGGl,28.0,17544.0,Hipoteca,2.0,N,10.0,Educativo,A,1500.0,8.63,0.0,0.09
sOw4dYDE-vmnW,89PYf2c3-2wZQ,090nJqX8-FWiM,22.0,50000.0,Hipoteca,6.0,N,3.0,Educativo,B,13000.0,10.65,0.0,0.26
hTP1uj0M-a4py,ktfzpZ87-Qhke,SHgIcJwg-0giq,32.0,70000.0,Própria,12.0,N,5.0,Empreendimento,A,3000.0,7.49,0.0,0.04
cfuHNBdT-eyN1,xpM2XDlE-FqJ2,Y8QWjR3Z-nTOz,22.0,55000.0,Hipoteca,6.0,N,4.0,Empreendimento,B,12000.0,9.99,0.0,0.22
2SBHYnOh-LrJe,OrrDzIOS-myqo,T1r2zkKA-IEA3,24.0,25000.0,Hipoteca,2.0,N,2.0,Pagamento de débitos,A,10000.0,8.0,0.0,0.4
gw3lrHhE-com1,evixBGuK-ZFtF,9kXTJozC-tHtD,28.0,40500.0,Aluguel,9.0,N,5.0,Pagamento de débitos,A,15000.0,7.88,1.0,0.37
MbkGvaAj-RdSj,1QUD9LHl-B80X,v2bPhYTl-POIQ,27.0,44640.0,Aluguel,0.0,N,8.0,Pessoal,B,12800.0,11.83,0.0,0.29
g2ShA620-F0HT,QLJ7rvmf-Xrl9,7AD1fMDC-Sa5B,36.0,44000.0,Aluguel,2.0,S,13.0,Médico,C,5000.0,13.22,1.0,0.11
8oyR9igd-Qvf8,EA3SjN78-38I3,z8OX929j-36Eg,26.0,88200.0,Hipoteca,9.0,N,2.0,Melhora do lar,B,4500.0,,,0.13
Qb11iFRs-q7H0,Qd5GqXt3-O8dx,CA45Mh9Z-IFUs,35.0,50000.0,Própria,6.0,N,10.0,Médico,A,13650.0,6.99,0.0,0.27
hybdOYlt-AuZ7,ZBOA9Ag9-HDuo,Feo6URHQ-NxxQ,26.0,52800.0,Aluguel,4.0,N,3.0,Pessoal,B,4000.0,9.99,1.0,0.08
OxzP5TOd-h4ZW,BvgupDlF-CwXi,suHX5yQD-Eska,23.0,82000.0,Aluguel,2.0,N,2.0,Pagamento de débitos,B,20900.0,12.69,0.0,0.25
KmHNqS9q-R6t8,i1IYY0vT-xZWP,PYRv1rdS-l2xb,29.0,60000.0,Hipoteca,14.0,N,7.0,Pessoal,A,20000.0,6.99,0.0,0.33
1DvfSMsL-BybY,EuXcf1yE-ArwM,lZYniWQs-ehje,25.0,65000.0,Aluguel,8.0,N,3.0,Melhora do lar,C,18000.0,,0.0,0.28
258icY8z-MLzq,vPgziqNj-ee1L,Dp3QPaPD-MLKw,22.0,42000.0,Aluguel,6.0,S,4.0,Pagamento de débitos,,4750.0,,0.0,0.2
